<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
MM;D;20181122;000000;122.2027397260263;1
MM;D;20181123;000000;122.22328767123177;1
MM;D;20181126;000000;122.28493150684821;1
MM;D;20181127;000000;122.30547945205369;1
MM;D;20181128;000000;122.32602739725917;1
MM;D;20181129;000000;122.34657534246465;1
MM;D;20181130;000000;122.36712328767013;1
MM;D;20181203;000000;122.42876712328656;1
MM;D;20181204;000000;122.44931506849204;1
MM;D;20181205;000000;122.46986301369752;1
MM;D;20181206;000000;122.490410958903;1
MM;D;20181207;000000;122.51095890410848;1
MM;D;20181210;000000;122.57260273972491;1
MM;D;20181211;000000;122.5931506849304;1
MM;D;20181212;000000;122.61369863013587;1
MM;D;20181213;000000;122.63424657534135;1
MM;D;20181214;000000;122.65479452054683;1
MM;D;20181217;000000;122.71849315068381;1
MM;D;20181218;000000;122.73972602739615;1
MM;D;20181219;000000;122.76095890410848;1
MM;D;20181220;000000;122.78219178082081;1
MM;D;20181221;000000;122.80342465753314;1
MM;D;20181224;000000;122.86712328767013;1
MM;D;20181226;000000;122.90958904109478;1
MM;D;20181227;000000;122.93082191780711;1
MM;D;20181228;000000;122.95205479451944;1
MM;D;20190103;000000;123.0794520547934;1
MM;D;20190104;000000;123.10068493150574;1
MM;D;20190108;000000;123.18561643835505;1
MM;D;20190109;000000;123.20684931506739;1
MM;D;20190110;000000;123.22808219177972;1
MM;D;20190111;000000;123.24931506849205;1
MM;D;20190114;000000;123.31301369862904;1
MM;D;20190115;000000;123.33424657534137;1
MM;D;20190116;000000;123.3554794520537;1
MM;D;20190117;000000;123.37671232876603;1
MM;D;20190118;000000;123.39794520547836;1
MM;D;20190121;000000;123.46164383561535;1
MM;D;20190122;000000;123.48287671232768;1
MM;D;20190123;000000;123.50410958904001;1
MM;D;20190124;000000;123.52534246575235;1
MM;D;20190125;000000;123.54657534246468;1
MM;D;20190128;000000;123.61027397260166;1
MM;D;20190129;000000;123.631506849314;1
MM;D;20190130;000000;123.65273972602633;1
MM;D;20190131;000000;123.67397260273866;1
MM;D;20190201;000000;123.69520547945099;1
MM;D;20190204;000000;123.75890410958797;1
MM;D;20190205;000000;123.7801369863003;1
MM;D;20190206;000000;123.80136986301264;1
MM;D;20190207;000000;123.82260273972497;1
MM;D;20190208;000000;123.8438356164373;1
MM;D;20190211;000000;123.90753424657429;1
MM;D;20190212;000000;123.92876712328662;1
MM;D;20190213;000000;123.94999999999895;1
MM;D;20190214;000000;123.97123287671128;1
MM;D;20190215;000000;123.99246575342362;1
MM;D;20190218;000000;124.0561643835606;1
MM;D;20190219;000000;124.07739726027293;1
MM;D;20190220;000000;124.09863013698526;1
MM;D;20190221;000000;124.1198630136976;1
MM;D;20190222;000000;124.14109589040993;1
MM;D;20190225;000000;124.20479452054691;1
MM;D;20190226;000000;124.22602739725924;1
MM;D;20190227;000000;124.24726027397158;1
MM;D;20190228;000000;124.26849315068391;1
MM;D;20190301;000000;124.28972602739624;1
MM;D;20190304;000000;124.35342465753322;1
MM;D;20190305;000000;124.37465753424556;1
MM;D;20190306;000000;124.39589041095789;1
MM;D;20190307;000000;124.41712328767022;1
MM;D;20190311;000000;124.50205479451954;1
MM;D;20190312;000000;124.52328767123187;1
MM;D;20190313;000000;124.5445205479442;1
MM;D;20190314;000000;124.56575342465653;1
MM;D;20190315;000000;124.58698630136887;1
MM;D;20190318;000000;124.65068493150585;1
MM;D;20190319;000000;124.67191780821818;1
MM;D;20190320;000000;124.69315068493052;1
MM;D;20190321;000000;124.71438356164285;1
MM;D;20190322;000000;124.73561643835518;1
MM;D;20190325;000000;124.79931506849216;1
MM;D;20190326;000000;124.8205479452045;1
MM;D;20190327;000000;124.84178082191683;1
MM;D;20190328;000000;124.86301369862916;1
MM;D;20190329;000000;124.88424657534149;1
MM;D;20190401;000000;124.94794520547848;1
MM;D;20190402;000000;124.96917808219081;1
MM;D;20190403;000000;124.99041095890314;1
MM;D;20190404;000000;125.01164383561547;1
MM;D;20190405;000000;125.0328767123278;1
MM;D;20190408;000000;125.09657534246479;1
MM;D;20190409;000000;125.11780821917712;1
MM;D;20190410;000000;125.13904109588945;1
MM;D;20190411;000000;125.16027397260179;1
MM;D;20190412;000000;125.18150684931412;1
MM;D;20190415;000000;125.2452054794511;1
MM;D;20190416;000000;125.26643835616343;1
MM;D;20190417;000000;125.28767123287577;1
MM;D;20190418;000000;125.3089041095881;1
MM;D;20190422;000000;125.39383561643741;1
MM;D;20190423;000000;125.41506849314975;1
MM;D;20190424;000000;125.43630136986208;1
MM;D;20190425;000000;125.45753424657441;1
MM;D;20190426;000000;125.47876712328674;1
MM;D;20190429;000000;125.54246575342373;1
MM;D;20190430;000000;125.56369863013606;1
MM;D;20190502;000000;125.60616438356071;1
MM;D;20190503;000000;125.62739726027304;1
MM;D;20190506;000000;125.69109589041003;1
MM;D;20190507;000000;125.71232876712236;1
MM;D;20190508;000000;125.73356164383469;1
MM;D;20190510;000000;125.77602739725934;1
MM;D;20190513;000000;125.83972602739632;1
MM;D;20190514;000000;125.86095890410866;1
MM;D;20190515;000000;125.88219178082099;1
MM;D;20190516;000000;125.90342465753332;1
MM;D;20190517;000000;125.92465753424565;1
MM;D;20190520;000000;125.98835616438264;1
MM;D;20190521;000000;126.00958904109497;1
MM;D;20190522;000000;126.0308219178073;1
MM;D;20190523;000000;126.05205479451963;1
MM;D;20190524;000000;126.07328767123197;1
MM;D;20190527;000000;126.13698630136895;1
MM;D;20190528;000000;126.15821917808128;1
MM;D;20190529;000000;126.17945205479361;1
MM;D;20190530;000000;126.20068493150595;1
MM;D;20190531;000000;126.22191780821828;1
MM;D;20190603;000000;126.28561643835526;1
MM;D;20190604;000000;126.3068493150676;1
MM;D;20190605;000000;126.32808219177993;1
MM;D;20190606;000000;126.34931506849226;1
MM;D;20190607;000000;126.37054794520459;1
MM;D;20190610;000000;126.43424657534158;1
MM;D;20190611;000000;126.45547945205391;1
MM;D;20190613;000000;126.49794520547856;1
MM;D;20190614;000000;126.51917808219089;1
MM;D;20190617;000000;126.58082191780733;1
MM;D;20190618;000000;126.6013698630128;1
MM;D;20190619;000000;126.62191780821829;1
MM;D;20190620;000000;126.64246575342376;1
MM;D;20190621;000000;126.66301369862924;1
MM;D;20190624;000000;126.72465753424568;1
MM;D;20190625;000000;126.74520547945116;1
MM;D;20190626;000000;126.76575342465664;1
MM;D;20190627;000000;126.78630136986212;1
MM;D;20190628;000000;126.8068493150676;1
MM;D;20190701;000000;126.86849315068403;1
MM;D;20190702;000000;126.88904109588951;1
MM;D;20190703;000000;126.90958904109499;1
MM;D;20190704;000000;126.93013698630047;1
MM;D;20190705;000000;126.95068493150595;1
MM;D;20190708;000000;127.01232876712238;1
MM;D;20190709;000000;127.03287671232786;1
MM;D;20190710;000000;127.05342465753334;1
MM;D;20190711;000000;127.07397260273882;1
MM;D;20190712;000000;127.0945205479443;1
MM;D;20190715;000000;127.15616438356074;1
MM;D;20190716;000000;127.17671232876621;1
MM;D;20190717;000000;127.1972602739717;1
MM;D;20190718;000000;127.21780821917717;1
MM;D;20190719;000000;127.23835616438265;1
MM;D;20190722;000000;127.29999999999909;1
MM;D;20190723;000000;127.32054794520457;1
MM;D;20190724;000000;127.34109589041005;1
MM;D;20190725;000000;127.36164383561552;1
MM;D;20190726;000000;127.382191780821;1
MM;D;20190729;000000;127.4417808219169;1
MM;D;20190730;000000;127.46164383561552;1
MM;D;20190731;000000;127.48150684931414;1
MM;D;20190801;000000;127.50136986301277;1
MM;D;20190802;000000;127.5212328767114;1
MM;D;20190805;000000;127.58082191780728;1
MM;D;20190806;000000;127.60068493150591;1
MM;D;20190807;000000;127.62054794520454;1
MM;D;20190808;000000;127.64041095890316;1
MM;D;20190809;000000;127.66027397260179;1
MM;D;20190812;000000;127.71986301369768;1
MM;D;20190813;000000;127.7397260273963;1
MM;D;20190814;000000;127.75958904109493;1
MM;D;20190815;000000;127.77945205479355;1
MM;D;20190816;000000;127.79931506849218;1
MM;D;20190819;000000;127.85890410958807;1
MM;D;20190820;000000;127.87876712328669;1
MM;D;20190821;000000;127.89863013698532;1
MM;D;20190822;000000;127.91849315068394;1
MM;D;20190823;000000;127.93835616438257;1
MM;D;20190826;000000;127.99794520547846;1
MM;D;20190827;000000;128.01780821917708;1
MM;D;20190828;000000;128.0376712328757;1
MM;D;20190829;000000;128.05753424657433;1
MM;D;20190830;000000;128.07739726027296;1
MM;D;20190902;000000;128.13698630136886;1
MM;D;20190903;000000;128.1568493150675;1
MM;D;20190904;000000;128.17671232876611;1
MM;D;20190905;000000;128.19657534246474;1
MM;D;20190906;000000;128.21643835616337;1
MM;D;20190909;000000;128.2739726027387;1
MM;D;20190910;000000;128.29315068493048;1
MM;D;20190911;000000;128.31232876712227;1
MM;D;20190912;000000;128.33150684931405;1
MM;D;20190913;000000;128.35068493150584;1
MM;D;20190916;000000;128.40821917808117;1
MM;D;20190917;000000;128.42739726027295;1
MM;D;20190918;000000;128.44657534246474;1
MM;D;20190919;000000;128.46575342465653;1
MM;D;20190920;000000;128.4849315068483;1
MM;D;20190923;000000;128.54246575342364;1
MM;D;20190924;000000;128.56164383561543;1
MM;D;20190925;000000;128.5808219178072;1
MM;D;20190926;000000;128.599999999999;1
MM;D;20190927;000000;128.61917808219079;1
MM;D;20190930;000000;128.67671232876611;1
MM;D;20191001;000000;128.6958904109579;1
MM;D;20191002;000000;128.7150684931497;1
MM;D;20191003;000000;128.73424657534147;1
MM;D;20191004;000000;128.75342465753326;1
MM;D;20191007;000000;128.8109589041086;1
MM;D;20191008;000000;128.83013698630037;1
MM;D;20191009;000000;128.84931506849216;1
MM;D;20191010;000000;128.86849315068395;1
MM;D;20191011;000000;128.88767123287573;1
MM;D;20191014;000000;128.94520547945106;1
MM;D;20191015;000000;128.96438356164285;1
MM;D;20191016;000000;128.98356164383463;1
MM;D;20191017;000000;129.00273972602642;1
MM;D;20191018;000000;129.0219178082182;1
MM;D;20191021;000000;129.07945205479353;1
MM;D;20191022;000000;129.09863013698532;1
MM;D;20191023;000000;129.1178082191771;1
MM;D;20191024;000000;129.1369863013689;1
MM;D;20191025;000000;129.15616438356068;1
MM;D;20191028;000000;129.20958904109492;1
MM;D;20191029;000000;129.227397260273;1
MM;D;20191030;000000;129.24520547945107;1
MM;D;20191031;000000;129.26301369862915;1
MM;D;20191101;000000;129.28082191780723;1
MM;D;20191105;000000;129.35205479451955;1
MM;D;20191106;000000;129.36986301369762;1
MM;D;20191107;000000;129.3876712328757;1
MM;D;20191108;000000;129.40547945205378;1
MM;D;20191111;000000;129.45890410958802;1
MM;D;20191112;000000;129.4767123287661;1
MM;D;20191113;000000;129.49452054794418;1
MM;D;20191114;000000;129.51232876712226;1
MM;D;20191115;000000;129.53013698630033;1
MM;D;20191118;000000;129.58356164383457;1
MM;D;20191119;000000;129.60136986301265;1
MM;D;20191120;000000;129.61917808219073;1
MM;D;20191121;000000;129.6369863013688;1
MM;D;20191122;000000;129.6547945205469;1
MM;D;20191125;000000;129.70821917808112;1
MM;D;20191126;000000;129.7260273972592;1
MM;D;20191127;000000;129.74383561643728;1
MM;D;20191128;000000;129.76164383561536;1
MM;D;20191129;000000;129.77945205479344;1
MM;D;20191202;000000;129.83287671232767;1
MM;D;20191203;000000;129.85068493150575;1
MM;D;20191204;000000;129.86849315068383;1
MM;D;20191205;000000;129.8863013698619;1
MM;D;20191206;000000;129.90410958904;1
MM;D;20191209;000000;129.95753424657423;1
MM;D;20191210;000000;129.9753424657523;1
MM;D;20191211;000000;129.99315068493038;1
MM;D;20191212;000000;130.01095890410846;1
MM;D;20191213;000000;130.02876712328654;1
MM;D;20191216;000000;130.08013698630023;1
MM;D;20191217;000000;130.09726027397147;1
MM;D;20191218;000000;130.1143835616427;1
MM;D;20191219;000000;130.13150684931395;1
MM;D;20191220;000000;130.1486301369852;1
MM;D;20191223;000000;130.19999999999888;1
MM;D;20191224;000000;130.21712328767012;1
MM;D;20191226;000000;130.2513698630126;1
MM;D;20191227;000000;130.26849315068384;1
MM;D;20191230;000000;130.31986301369753;1
MM;D;20200103;000000;130.38835616438246;1
MM;D;20200106;000000;130.43972602739615;1
MM;D;20200108;000000;130.47397260273863;1
MM;D;20200109;000000;130.49109589040987;1
MM;D;20200110;000000;130.5082191780811;1
MM;D;20200113;000000;130.5595890410948;1
MM;D;20200114;000000;130.57671232876604;1
MM;D;20200115;000000;130.59383561643727;1
MM;D;20200116;000000;130.61095890410851;1
MM;D;20200117;000000;130.62808219177975;1
MM;D;20200120;000000;130.67945205479344;1
MM;D;20200121;000000;130.69657534246468;1
MM;D;20200122;000000;130.71369863013592;1
MM;D;20200123;000000;130.73082191780716;1
MM;D;20200124;000000;130.7479452054784;1
MM;D;20200127;000000;130.7993150684921;1
MM;D;20200128;000000;130.81643835616333;1
MM;D;20200129;000000;130.83356164383457;1
MM;D;20200130;000000;130.8506849315058;1
MM;D;20200131;000000;130.86780821917705;1
MM;D;20200203;000000;130.91917808219074;1
MM;D;20200204;000000;130.93630136986198;1
MM;D;20200205;000000;130.95342465753322;1
MM;D;20200206;000000;130.97054794520446;1
MM;D;20200207;000000;130.9876712328757;1
MM;D;20200210;000000;131.03698630136884;1
MM;D;20200211;000000;131.0534246575332;1
MM;D;20200212;000000;131.06986301369759;1
MM;D;20200213;000000;131.08630136986196;1
MM;D;20200214;000000;131.10273972602633;1
MM;D;20200217;000000;131.15205479451947;1
MM;D;20200218;000000;131.16849315068384;1
MM;D;20200219;000000;131.18493150684822;1
MM;D;20200220;000000;131.2013698630126;1
MM;D;20200221;000000;131.21780821917696;1
MM;D;20200225;000000;131.2835616438345;1
MM;D;20200226;000000;131.29999999999887;1
MM;D;20200227;000000;131.31643835616325;1
MM;D;20200228;000000;131.33287671232762;1
MM;D;20200302;000000;131.38219178082076;1
MM;D;20200303;000000;131.39863013698513;1
MM;D;20200304;000000;131.4150684931495;1
MM;D;20200305;000000;131.43150684931388;1
MM;D;20200306;000000;131.44794520547825;1
MM;D;20200310;000000;131.5136986301358;1
MM;D;20200311;000000;131.53013698630016;1
MM;D;20200312;000000;131.54657534246454;1
MM;D;20200313;000000;131.5630136986289;1
MM;D;20200316;000000;131.61232876712205;1
MM;D;20200317;000000;131.62876712328642;1
MM;D;20200318;000000;131.6452054794508;1
MM;D;20200319;000000;131.66164383561517;1
MM;D;20200320;000000;131.67808219177954;1
MM;D;20200323;000000;131.72739726027268;1
MM;D;20200324;000000;131.74383561643705;1
MM;D;20200325;000000;131.76027397260142;1
MM;D;20200326;000000;131.7767123287658;1
MM;D;20200327;000000;131.79315068493017;1
MM;D;20200330;000000;131.8424657534233;1
MM;D;20200331;000000;131.85890410958768;1
MM;D;20200401;000000;131.87534246575206;1
MM;D;20200402;000000;131.89178082191643;1
MM;D;20200403;000000;131.9082191780808;1
MM;D;20200406;000000;131.95753424657394;1
MM;D;20200407;000000;131.9739726027383;1
MM;D;20200408;000000;131.9904109589027;1
MM;D;20200409;000000;132.00684931506706;1
MM;D;20200413;000000;132.0726027397246;1
MM;D;20200414;000000;132.08904109588897;1
MM;D;20200415;000000;132.10547945205334;1
MM;D;20200416;000000;132.12191780821772;1
MM;D;20200417;000000;132.1383561643821;1
MM;D;20200420;000000;132.18767123287523;1
MM;D;20200421;000000;132.2041095890396;1
MM;D;20200422;000000;132.22054794520398;1
MM;D;20200423;000000;132.23698630136835;1
MM;D;20200424;000000;132.25342465753272;1
MM;D;20200427;000000;132.29863013698477;1
MM;D;20200428;000000;132.31369863013546;1
MM;D;20200429;000000;132.32876712328616;1
MM;D;20200430;000000;132.34383561643685;1
MM;D;20200504;000000;132.4041095890396;1
MM;D;20200505;000000;132.41917808219029;1
MM;D;20200506;000000;132.43424657534098;1
MM;D;20200507;000000;132.44931506849167;1
MM;D;20200508;000000;132.46438356164236;1
MM;D;20200512;000000;132.5246575342451;1
MM;D;20200513;000000;132.5397260273958;1
MM;D;20200514;000000;132.5547945205465;1
MM;D;20200515;000000;132.5698630136972;1
MM;D;20200518;000000;132.61506849314924;1
MM;D;20200519;000000;132.63013698629993;1
MM;D;20200520;000000;132.64520547945062;1
MM;D;20200521;000000;132.66027397260132;1
MM;D;20200522;000000;132.675342465752;1
MM;D;20200525;000000;132.72054794520406;1
MM;D;20200526;000000;132.73561643835475;1
MM;D;20200527;000000;132.75068493150545;1
MM;D;20200528;000000;132.76575342465614;1
MM;D;20200529;000000;132.78082191780683;1
MM;D;20200601;000000;132.82602739725888;1
MM;D;20200602;000000;132.84109589040958;1
MM;D;20200603;000000;132.85616438356027;1
MM;D;20200604;000000;132.87123287671096;1
MM;D;20200605;000000;132.88630136986166;1
MM;D;20200608;000000;132.9315068493137;1
MM;D;20200609;000000;132.9465753424644;1
MM;D;20200610;000000;132.9616438356151;1
MM;D;20200611;000000;132.97671232876579;1
MM;D;20200615;000000;133.03698630136853;1
MM;D;20200616;000000;133.05205479451922;1
MM;D;20200617;000000;133.06712328766992;1
MM;D;20200618;000000;133.0821917808206;1
MM;D;20200619;000000;133.0972602739713;1
MM;D;20200622;000000;133.13424657534117;1
MM;D;20200623;000000;133.14657534246444;1
MM;D;20200625;000000;133.17123287671103;1
MM;D;20200626;000000;133.1835616438343;1
MM;D;20200629;000000;133.22054794520417;1
MM;D;20200630;000000;133.23287671232745;1
MM;D;20200702;000000;133.25753424657404;1
MM;D;20200703;000000;133.26986301369732;1
MM;D;20200706;000000;133.30684931506718;1
MM;D;20200707;000000;133.31917808219046;1
MM;D;20200708;000000;133.33150684931374;1
MM;D;20200709;000000;133.34383561643702;1
MM;D;20200710;000000;133.3561643835603;1
MM;D;20200713;000000;133.39315068493016;1
MM;D;20200714;000000;133.40547945205344;1
MM;D;20200715;000000;133.41780821917672;1
MM;D;20200716;000000;133.4301369863;1
MM;D;20200717;000000;133.44246575342328;1
MM;D;20200720;000000;133.47945205479314;1
MM;D;20200721;000000;133.49178082191642;1
MM;D;20200722;000000;133.5041095890397;1
MM;D;20200723;000000;133.51643835616298;1
MM;D;20200724;000000;133.52876712328626;1
MM;D;20200727;000000;133.56369863013558;1
MM;D;20200728;000000;133.57534246575202;1
MM;D;20200729;000000;133.58698630136846;1
MM;D;20200730;000000;133.5986301369849;1
MM;D;20200731;000000;133.61027397260133;1
MM;D;20200803;000000;133.64520547945065;1
MM;D;20200804;000000;133.6568493150671;1
MM;D;20200805;000000;133.66849315068353;1
MM;D;20200806;000000;133.68013698629997;1
MM;D;20200807;000000;133.6917808219164;1
MM;D;20200810;000000;133.72671232876573;1
MM;D;20200811;000000;133.73835616438217;1
MM;D;20200812;000000;133.7499999999986;1
MM;D;20200813;000000;133.76164383561505;1
MM;D;20200814;000000;133.7732876712315;1
MM;D;20200817;000000;133.8082191780808;1
MM;D;20200818;000000;133.81986301369724;1
MM;D;20200819;000000;133.83150684931368;1
MM;D;20200820;000000;133.84315068493012;1
MM;D;20200821;000000;133.85479452054656;1
MM;D;20200824;000000;133.88972602739588;1
MM;D;20200825;000000;133.90136986301232;1
MM;D;20200826;000000;133.91301369862876;1
MM;D;20200827;000000;133.9246575342452;1
MM;D;20200828;000000;133.93630136986164;1
MM;D;20200831;000000;133.97123287671096;1
MM;D;20200901;000000;133.9828767123274;1
MM;D;20200902;000000;133.99452054794384;1
MM;D;20200903;000000;134.00616438356028;1
MM;D;20200904;000000;134.01780821917671;1
MM;D;20200907;000000;134.05273972602603;1
MM;D;20200908;000000;134.06438356164247;1
MM;D;20200909;000000;134.0760273972589;1
MM;D;20200910;000000;134.08767123287535;1
MM;D;20200911;000000;134.0993150684918;1
MM;D;20200914;000000;134.1342465753411;1
MM;D;20200915;000000;134.14589041095755;1
MM;D;20200916;000000;134.157534246574;1
MM;D;20200917;000000;134.16917808219043;1
MM;D;20200918;000000;134.18082191780687;1
MM;D;20200921;000000;134.21575342465619;1
MM;D;20200922;000000;134.22739726027262;1
MM;D;20200923;000000;134.23904109588906;1
MM;D;20200924;000000;134.2506849315055;1
MM;D;20200925;000000;134.26232876712194;1
MM;D;20200928;000000;134.29726027397126;1
MM;D;20200929;000000;134.3089041095877;1
MM;D;20200930;000000;134.32054794520414;1
MM;D;20201001;000000;134.33219178082058;1
MM;D;20201002;000000;134.34383561643702;1
MM;D;20201005;000000;134.37876712328634;1
MM;D;20201006;000000;134.39041095890278;1
MM;D;20201007;000000;134.40205479451922;1
MM;D;20201008;000000;134.41369863013566;1
MM;D;20201009;000000;134.4253424657521;1
MM;D;20201012;000000;134.4602739726014;1
MM;D;20201013;000000;134.47191780821785;1
MM;D;20201014;000000;134.4835616438343;1
MM;D;20201015;000000;134.49520547945073;1
MM;D;20201016;000000;134.50684931506717;1
MM;D;20201019;000000;134.5417808219165;1
MM;D;20201020;000000;134.55342465753293;1
MM;D;20201021;000000;134.56506849314937;1
MM;D;20201022;000000;134.5767123287658;1
MM;D;20201023;000000;134.58835616438225;1
MM;D;20201026;000000;134.62328767123157;1
MM;D;20201027;000000;134.634931506848;1
MM;D;20201028;000000;134.64657534246444;1
MM;D;20201029;000000;134.65821917808088;1
MM;D;20201030;000000;134.66986301369732;1
MM;D;20201102;000000;134.70479452054664;1
MM;D;20201103;000000;134.71643835616308;1
MM;D;20201105;000000;134.73972602739596;1
MM;D;20201106;000000;134.7513698630124;1
MM;D;20201109;000000;134.78630136986172;1
MM;D;20201110;000000;134.79794520547816;1
MM;D;20201111;000000;134.8095890410946;1
MM;D;20201112;000000;134.82123287671104;1
MM;D;20201113;000000;134.83287671232748;1
MM;D;20201116;000000;134.8678082191768;1
MM;D;20201117;000000;134.87945205479323;1
MM;D;20201118;000000;134.89109589040967;1
MM;D;20201119;000000;134.9027397260261;1
MM;D;20201120;000000;134.91438356164255;1
MM;D;20201123;000000;134.94931506849187;1
MM;D;20201124;000000;134.9609589041083;1
MM;D;20201125;000000;134.97260273972475;1
MM;D;20201126;000000;134.9842465753412;1
MM;D;20201127;000000;134.99589041095763;1
MM;D;20201130;000000;135.03082191780695;1
MM;D;20201201;000000;135.0424657534234;1
MM;D;20201202;000000;135.05410958903983;1
MM;D;20201203;000000;135.06575342465626;1
MM;D;20201204;000000;135.0773972602727;1
MM;D;20201207;000000;135.11232876712202;1
MM;D;20201208;000000;135.12397260273846;1
MM;D;20201209;000000;135.1356164383549;1
MM;D;20201210;000000;135.14726027397134;1
MM;D;20201211;000000;135.15890410958778;1
MM;D;20201214;000000;135.1938356164371;1
MM;D;20201215;000000;135.20547945205354;1
MM;D;20201216;000000;135.21712328766998;1
MM;D;20201217;000000;135.22876712328642;1
MM;D;20201218;000000;135.24041095890286;1
MM;D;20201221;000000;135.27534246575217;1
MM;D;20201222;000000;135.28698630136861;1
MM;D;20201223;000000;135.29863013698505;1
MM;D;20201224;000000;135.3102739726015;1
MM;D;20201228;000000;135.35684931506725;1
MM;D;20201229;000000;135.3684931506837;1
MM;D;20201230;000000;135.38013698630013;1
MM;D;20210104;000000;135.43835616438233;1
MM;D;20210105;000000;135.44999999999877;1
MM;D;20210106;000000;135.4616438356152;1
MM;D;20210108;000000;135.48493150684808;1
MM;D;20210111;000000;135.5198630136974;1
MM;D;20210112;000000;135.53150684931384;1
MM;D;20210113;000000;135.54315068493028;1
MM;D;20210114;000000;135.55479452054672;1
MM;D;20210115;000000;135.56643835616316;1
MM;D;20210118;000000;135.60136986301248;1
MM;D;20210119;000000;135.61301369862892;1
MM;D;20210120;000000;135.62465753424536;1
MM;D;20210121;000000;135.6363013698618;1
MM;D;20210122;000000;135.64794520547824;1
MM;D;20210125;000000;135.68287671232756;1
MM;D;20210126;000000;135.694520547944;1
MM;D;20210127;000000;135.70616438356043;1
MM;D;20210128;000000;135.71780821917687;1
MM;D;20210129;000000;135.7294520547933;1
MM;D;20210201;000000;135.76438356164263;1
MM;D;20210202;000000;135.77602739725907;1
MM;D;20210203;000000;135.7876712328755;1
MM;D;20210204;000000;135.79931506849195;1
MM;D;20210205;000000;135.8109589041084;1
MM;D;20210208;000000;135.8458904109577;1
MM;D;20210209;000000;135.85753424657415;1
MM;D;20210210;000000;135.8691780821906;1
MM;D;20210211;000000;135.88082191780703;1
MM;D;20210212;000000;135.89246575342347;1
MM;D;20210215;000000;135.92739726027278;1
MM;D;20210216;000000;135.93904109588922;1
MM;D;20210217;000000;135.95068493150566;1
MM;D;20210218;000000;135.9623287671221;1
MM;D;20210219;000000;135.97397260273854;1
MM;D;20210222;000000;136.00890410958786;1
MM;D;20210224;000000;136.03219178082074;1
MM;D;20210225;000000;136.04383561643718;1
MM;D;20210226;000000;136.05547945205362;1
MM;D;20210301;000000;136.09041095890294;1
MM;D;20210302;000000;136.10205479451938;1
MM;D;20210303;000000;136.11369863013581;1
MM;D;20210304;000000;136.12534246575225;1
MM;D;20210305;000000;136.1369863013687;1
MM;D;20210309;000000;136.18356164383445;1
MM;D;20210310;000000;136.1952054794509;1
MM;D;20210311;000000;136.20684931506733;1
MM;D;20210312;000000;136.21849315068377;1
MM;D;20210315;000000;136.2534246575331;1
MM;D;20210316;000000;136.26506849314953;1
MM;D;20210317;000000;136.27671232876597;1
MM;D;20210318;000000;136.2883561643824;1
MM;D;20210319;000000;136.29999999999885;1
MM;D;20210322;000000;136.3369863013687;1
MM;D;20210323;000000;136.349315068492;1
MM;D;20210324;000000;136.36164383561527;1
MM;D;20210325;000000;136.37397260273855;1
MM;D;20210326;000000;136.38630136986183;1
MM;D;20210329;000000;136.4232876712317;1
MM;D;20210330;000000;136.43561643835497;1
MM;D;20210331;000000;136.44794520547825;1
MM;D;20210401;000000;136.46027397260153;1
MM;D;20210405;000000;136.50958904109467;1
MM;D;20210406;000000;136.52191780821795;1
MM;D;20210407;000000;136.53424657534123;1
MM;D;20210408;000000;136.5465753424645;1
MM;D;20210409;000000;136.5589041095878;1
MM;D;20210412;000000;136.59589041095765;1
MM;D;20210413;000000;136.60821917808093;1
MM;D;20210414;000000;136.6205479452042;1
MM;D;20210415;000000;136.6328767123275;1
MM;D;20210416;000000;136.64520547945077;1
MM;D;20210419;000000;136.68219178082063;1
MM;D;20210420;000000;136.6945205479439;1
MM;D;20210421;000000;136.7068493150672;1
MM;D;20210422;000000;136.71917808219047;1
MM;D;20210423;000000;136.73150684931375;1
MM;D;20210426;000000;136.7726027397247;1
MM;D;20210427;000000;136.7863013698617;1
MM;D;20210428;000000;136.79999999999868;1
MM;D;20210429;000000;136.81369863013566;1
MM;D;20210430;000000;136.82739726027265;1
MM;D;20210504;000000;136.8821917808206;1
MM;D;20210505;000000;136.89589041095758;1
MM;D;20210506;000000;136.90958904109456;1
MM;D;20210507;000000;136.92328767123155;1
MM;D;20210510;000000;136.9643835616425;1
MM;D;20210511;000000;136.9780821917795;1
MM;D;20210512;000000;136.99178082191648;1
MM;D;20210513;000000;137.00547945205346;1
MM;D;20210514;000000;137.01917808219045;1
MM;D;20210517;000000;137.0602739726014;1
MM;D;20210518;000000;137.0739726027384;1
MM;D;20210519;000000;137.08767123287538;1
MM;D;20210520;000000;137.10136986301237;1
MM;D;20210521;000000;137.11506849314935;1
MM;D;20210524;000000;137.1561643835603;1
MM;D;20210525;000000;137.1698630136973;1
MM;D;20210526;000000;137.18356164383428;1
MM;D;20210527;000000;137.19726027397127;1
MM;D;20210528;000000;137.21095890410825;1
MM;D;20210531;000000;137.2520547945192;1
MM;D;20210601;000000;137.2657534246562;1
MM;D;20210602;000000;137.27945205479318;1
MM;D;20210603;000000;137.29315068493017;1
MM;D;20210604;000000;137.30684931506715;1
MM;D;20210607;000000;137.3479452054781;1
MM;D;20210608;000000;137.3616438356151;1
MM;D;20210609;000000;137.37534246575208;1
MM;D;20210610;000000;137.38904109588907;1
MM;D;20210611;000000;137.40273972602606;1
MM;D;20210614;000000;137.443835616437;1
