alg,month,res,dd,sharp,day_ret,actions,total_commission
ppo,1,0.044811959794383904,-0.012219421922510623,7.0657385365993575,"         date  daily_return
0  2023-07-03      0.000000
1  2023-07-04     -0.004301
2  2023-07-05      0.000611
3  2023-07-06      0.001374
4  2023-07-07      0.003887
5  2023-07-10     -0.000186
6  2023-07-11      0.010977
7  2023-07-12      0.007334
8  2023-07-13     -0.000194
9  2023-07-14      0.002355
10 2023-07-17      0.002049
11 2023-07-18      0.002099
12 2023-07-19     -0.004122
13 2023-07-20     -0.008131
14 2023-07-21      0.006567
15 2023-07-24      0.000093
16 2023-07-25      0.005580
17 2023-07-26     -0.001963
18 2023-07-27      0.005999
19 2023-07-28      0.004101
20 2023-07-31      0.009976","         date                                            actions
0  2023-07-03                        [0, 0, 0, 0, 0, 0, 0, 0, 0]
1  2023-07-04  [0.35322896, 0.0, 0.0953572, 0.13142647, 0.0, ...
2  2023-07-05  [0.36617815, 0.0, 0.08289364, 0.14166556, 0.0,...
3  2023-07-06  [0.34852338, 0.0, 0.09196259, 0.13372749, 0.0,...
4  2023-07-07  [0.33558142, 0.0, 0.1120319, 0.113722414, 0.0,...
5  2023-07-10  [0.32298267, 0.0, 0.12601596, 0.100433625, 0.0...
6  2023-07-11  [0.3164931, 0.0, 0.12888706, 0.085729524, 0.0,...
7  2023-07-12  [0.30567998, 0.0, 0.1478604, 0.09308506, 0.0, ...
8  2023-07-13  [0.29105082, 0.0, 0.16171245, 0.09715191, 0.0,...
9  2023-07-14  [0.29042572, 0.0, 0.15675992, 0.09446815, 0.0,...
10 2023-07-17  [0.290725, 0.0, 0.15961325, 0.090342805, 0.0, ...
11 2023-07-18  [0.27641284, 0.0, 0.16875155, 0.09326035, 0.0,...
12 2023-07-19  [0.26421803, 0.0, 0.17460851, 0.09138973, 0.0,...
13 2023-07-20  [0.26283076, 0.0, 0.16869307, 0.09485788, 0.0,...
14 2023-07-21  [0.3077721, 0.0, 0.12457195, 0.105567664, 0.0,...
15 2023-07-24  [0.29897565, 0.0, 0.13986701, 0.09591277, 0.0,...
16 2023-07-25  [0.29812902, 0.0, 0.13766642, 0.099048704, 0.0...
17 2023-07-26  [0.29609582, 0.0, 0.14507276, 0.09767849, 0.0,...
18 2023-07-27  [0.29776207, 0.0, 0.1405998, 0.08788894, 0.0, ...
19 2023-07-28  [0.28409153, 0.0, 0.14848648, 0.0880507, 0.0, ...
20 2023-07-31  [0.28275567, 0.0, 0.15067653, 0.091413416, 0.0...",0
ppo,2,0.006151287347397449,-0.014712730700808535,1.1258944403533846,"         date  daily_return
0  2023-08-01      0.000000
1  2023-08-02      0.000727
2  2023-08-03      0.002554
3  2023-08-04     -0.006420
4  2023-08-07     -0.002679
5  2023-08-08      0.001000
6  2023-08-09      0.000639
7  2023-08-10      0.004514
8  2023-08-11      0.006644
9  2023-08-14     -0.007363
10 2023-08-15     -0.001312
11 2023-08-16     -0.006101
12 2023-08-17      0.001443
13 2023-08-18      0.003778
14 2023-08-21      0.000226
15 2023-08-22      0.003111
16 2023-08-23     -0.006163
17 2023-08-24      0.005023
18 2023-08-25     -0.000496
19 2023-08-28      0.003557
20 2023-08-29      0.003546
21 2023-08-30      0.000423
22 2023-08-31     -0.000352","         date                                            actions
0  2023-08-01                        [0, 0, 0, 0, 0, 0, 0, 0, 0]
1  2023-08-02  [0.48975572, 0.0, 0.0, 0.07008758, 0.0, 0.0, 0...
2  2023-08-03  [0.53734434, 0.0, 0.0, 0.08725639, 0.0, 0.0, 0...
3  2023-08-04  [0.5266463, 0.0, 0.0, 0.09143207, 0.0, 0.0, 0....
4  2023-08-07  [0.55846953, 0.0, 0.0, 0.10766051, 0.0, 0.0, 0...
5  2023-08-08  [0.56763774, 0.0, 0.0, 0.11674393, 0.0, 0.0, 0...
6  2023-08-09  [0.5714603, 0.0, 0.0, 0.14014702, 0.0, 0.0, 0....
7  2023-08-10  [0.57614756, 0.0, 0.0, 0.12981343, 0.0, 0.0, 0...
8  2023-08-11  [0.55920196, 0.0, 0.0, 0.13724476, 0.0, 0.0, 0...
9  2023-08-14  [0.56936586, 0.0, 0.0, 0.15855768, 0.0, 0.0, 0...
10 2023-08-15  [0.5076768, 0.0, 0.0, 0.18011633, 0.0, 0.08074...
11 2023-08-16  [0.5060101, 0.0, 0.0, 0.18300848, 0.0, 0.08390...
12 2023-08-17  [0.48006892, 0.0, 0.0, 0.20075053, 0.0, 0.1380...
13 2023-08-18  [0.48666137, 0.0, 0.0, 0.19441852, 0.0, 0.1291...
14 2023-08-21  [0.46417883, 0.0, 0.0, 0.20760442, 0.0, 0.1069...
15 2023-08-22  [0.3828439, 0.0, 0.0, 0.23906568, 0.0, 0.14066...
16 2023-08-23  [0.41891167, 0.0, 0.0, 0.22177209, 0.0, 0.1213...
17 2023-08-24  [0.39296097, 0.0, 0.0, 0.22847447, 0.0, 0.1538...
18 2023-08-25  [0.42549476, 0.0, 0.0, 0.21569161, 0.0, 0.1173...
19 2023-08-28  [0.41551614, 0.0, 0.0, 0.21922368, 0.0, 0.1117...
20 2023-08-29  [0.36712173, 0.0, 0.0, 0.2216499, 0.0, 0.09224...
21 2023-08-30  [0.4528697, 0.0, 0.0, 0.19489633, 0.0, 0.08663...
22 2023-08-31  [0.46701187, 0.0, 0.0, 0.17741409, 0.0, 0.0774...",0
ppo,3,-0.011057545441027772,-0.04359311102977686,-1.3732555008966412,"         date  daily_return
0  2023-09-01      0.000000
1  2023-09-04      0.005481
2  2023-09-05      0.002569
3  2023-09-06     -0.001841
4  2023-09-07     -0.011886
5  2023-09-08     -0.005194
6  2023-09-11     -0.006230
7  2023-09-12      0.009340
8  2023-09-13     -0.007441
9  2023-09-14     -0.001955
10 2023-09-15      0.003077
11 2023-09-18     -0.004315
12 2023-09-19     -0.010134
13 2023-09-20     -0.002329
14 2023-09-21     -0.005402
15 2023-09-22      0.002309
16 2023-09-25      0.001207
17 2023-09-26      0.001575
18 2023-09-27      0.006074
19 2023-09-28      0.007172
20 2023-09-29      0.007160","         date                                            actions
0  2023-09-01                        [0, 0, 0, 0, 0, 0, 0, 0, 0]
1  2023-09-04  [0.0, 0.25692356, 0.0, 0.1980124, 0.29363075, ...
2  2023-09-05  [0.0, 0.27169278, 0.0, 0.196731, 0.27174073, 0...
3  2023-09-06  [0.0, 0.2679253, 0.0, 0.20357642, 0.2807734, 0...
4  2023-09-07  [0.0, 0.24563631, 0.0, 0.21105428, 0.2988877, ...
5  2023-09-08  [0.022528145, 0.19531836, 0.0, 0.23925945, 0.3...
6  2023-09-11  [0.013394574, 0.1657993, 0.0, 0.25397006, 0.38...
7  2023-09-12  [0.0049989573, 0.13425435, 0.0, 0.2716874, 0.4...
8  2023-09-13  [0.0, 0.17791504, 0.0, 0.24346566, 0.37142918,...
9  2023-09-14  [0.0, 0.15172137, 0.0, 0.2582669, 0.39695323, ...
10 2023-09-15  [0.0, 0.13930768, 0.0, 0.24787384, 0.40576255,...
11 2023-09-18  [0.0, 0.15458481, 0.0, 0.23915036, 0.38401416,...
12 2023-09-19  [0.0, 0.13277109, 0.0, 0.24813254, 0.40442684,...
13 2023-09-20  [0.0, 0.083392024, 0.0, 0.27917695, 0.45556247...
14 2023-09-21  [0.0, 0.07308265, 0.0, 0.27139547, 0.4541515, ...
15 2023-09-22  [0.0, 0.029056242, 0.0, 0.28399026, 0.48216128...
16 2023-09-25  [0.0, 0.076097205, 0.0, 0.26123133, 0.4459351,...
17 2023-09-26  [0.0, 0.08330466, 0.0, 0.25771698, 0.44154721,...
18 2023-09-27  [0.0, 0.09252603, 0.0, 0.23827809, 0.41112602,...
19 2023-09-28  [0.0, 0.12465257, 0.0, 0.22183041, 0.3705418, ...
20 2023-09-29  [0.0, 0.15767735, 0.0, 0.21544175, 0.33306676,...",0
ppo,4,0.0010683365750276952,-0.017208365517791206,0.17511530309686482,"         date  daily_return
0  2023-10-02      0.000000
1  2023-10-03      0.006201
2  2023-10-04     -0.005726
3  2023-10-05      0.008615
4  2023-10-06      0.002135
5  2023-10-09      0.005669
6  2023-10-10     -0.001589
7  2023-10-11     -0.015030
8  2023-10-12      0.005237
9  2023-10-13      0.003864
10 2023-10-16      0.006813
11 2023-10-17      0.001276
12 2023-10-18      0.001214
13 2023-10-19     -0.001341
14 2023-10-20     -0.004421
15 2023-10-23     -0.006353
16 2023-10-24      0.001724
17 2023-10-25      0.006550
18 2023-10-26     -0.007796
19 2023-10-27      0.001595
20 2023-10-30      0.000705
21 2023-10-31     -0.007903","         date                                            actions
0  2023-10-02                        [0, 0, 0, 0, 0, 0, 0, 0, 0]
1  2023-10-03  [0.0, 0.009776493, 0.0, 0.22989401, 0.06294113...
2  2023-10-04  [0.0029171056, 0.0, 0.0, 0.248922, 0.06775529,...
3  2023-10-05  [0.012062669, 0.0, 0.0, 0.2416133, 0.06726368,...
4  2023-10-06  [0.0018807024, 0.0, 0.0, 0.26658773, 0.0613990...
5  2023-10-09  [0.0, 0.0, 0.0, 0.28209043, 0.045690756, 0.356...
6  2023-10-10  [0.0, 0.0, 0.0, 0.2840377, 0.028408935, 0.3765...
7  2023-10-11  [0.0, 0.0, 0.0, 0.27704352, 0.034197293, 0.380...
8  2023-10-12  [0.014010686, 0.0, 0.0, 0.2628931, 0.058031812...
9  2023-10-13  [0.0, 0.0, 0.0, 0.27156827, 0.042454794, 0.371...
10 2023-10-16  [0.0, 0.0, 0.0, 0.28729853, 0.03705591, 0.3662...
11 2023-10-17  [0.0, 0.0, 0.0, 0.28065595, 0.026117474, 0.378...
12 2023-10-18  [0.0, 0.0, 0.0, 0.2764918, 0.02512995, 0.38467...
13 2023-10-19  [0.0, 0.0, 0.0, 0.29527202, 0.027457247, 0.376...
14 2023-10-20  [0.0, 0.0, 0.0121802585, 0.29031178, 0.0218566...
15 2023-10-23  [0.0, 0.0, 0.02741202, 0.28474674, 0.016938135...
16 2023-10-24  [0.0, 0.0, 0.04609629, 0.2615892, 0.037075765,...
17 2023-10-25  [0.0, 0.0, 0.061932802, 0.23591565, 0.05483354...
18 2023-10-26  [0.0, 0.0, 0.05571427, 0.23096867, 0.05077021,...
19 2023-10-27  [0.0, 0.020254947, 0.07688208, 0.18234189, 0.0...
20 2023-10-30  [0.0, 0.02379451, 0.07323666, 0.20150217, 0.08...
21 2023-10-31  [0.0, 0.042290084, 0.07153107, 0.19404817, 0.0...",0
ppo,5,-0.010185585051013524,-0.014105093497027195,-2.4599092533402827,"         date  daily_return
0  2023-11-01      0.000000
1  2023-11-02     -0.001361
2  2023-11-03     -0.000378
3  2023-11-06      0.003044
4  2023-11-07     -0.000927
5  2023-11-08     -0.001219
6  2023-11-09     -0.000469
7  2023-11-10      0.003603
8  2023-11-13      0.001689
9  2023-11-14     -0.005567
10 2023-11-15     -0.000560
11 2023-11-16     -0.006943
12 2023-11-17      0.005039
13 2023-11-20     -0.000776
14 2023-11-21      0.001448
15 2023-11-22      0.001970
16 2023-11-23     -0.001856
17 2023-11-24     -0.002528
18 2023-11-27     -0.001936
19 2023-11-28      0.002648
20 2023-11-29      0.000295
21 2023-11-30     -0.005359","         date                                            actions
0  2023-11-01                        [0, 0, 0, 0, 0, 0, 0, 0, 0]
1  2023-11-02  [0.27630273, 0.10294942, 0.28436968, 0.0230213...
2  2023-11-03  [0.26000956, 0.111827604, 0.2964074, 0.0244499...
3  2023-11-06  [0.25629136, 0.10479882, 0.298797, 0.009247496...
4  2023-11-07  [0.29105353, 0.115026444, 0.27955368, 0.0, 0.1...
5  2023-11-08  [0.28429005, 0.120811075, 0.2828702, 0.0, 0.14...
6  2023-11-09  [0.31826285, 0.08466865, 0.25913295, 0.0008177...
7  2023-11-10  [0.32134455, 0.054151256, 0.24896744, 0.019638...
8  2023-11-13  [0.3414982, 0.044812635, 0.24906337, 0.0133959...
9  2023-11-14  [0.3378524, 0.051750887, 0.25241613, 0.0121104...
10 2023-11-15  [0.33739963, 0.0, 0.2381505, 0.03991215, 0.111...
11 2023-11-16  [0.33853328, 0.0, 0.22231142, 0.03999747, 0.08...
12 2023-11-17  [0.30826947, 0.0, 0.209927, 0.05704445, 0.0682...
13 2023-11-20  [0.3408693, 0.0, 0.19866686, 0.056550853, 0.08...
14 2023-11-21  [0.3312404, 0.0, 0.2054051, 0.05717248, 0.0757...
15 2023-11-22  [0.3347488, 0.0, 0.21707994, 0.041965567, 0.07...
16 2023-11-23  [0.35573545, 0.0, 0.21192232, 0.0, 0.075139485...
17 2023-11-24  [0.34774783, 0.0, 0.21949573, 0.0, 0.070844024...
18 2023-11-27  [0.36483237, 0.0, 0.20831925, 0.0, 0.085666515...
19 2023-11-28  [0.34835544, 0.0, 0.21008907, 0.009268051, 0.0...
20 2023-11-29  [0.3457756, 0.0, 0.20306823, 0.02348168, 0.116...
21 2023-11-30  [0.34295553, 0.0, 0.17538075, 0.028216038, 0.1...",0
ppo,6,0.02986616231279471,-0.024058690587539688,2.5071884506216233,"         date  daily_return
0  2023-12-01      0.000000
1  2023-12-04     -0.002302
2  2023-12-05      0.009679
3  2023-12-06     -0.010971
4  2023-12-07     -0.003098
5  2023-12-08      0.007614
6  2023-12-11     -0.011171
7  2023-12-12      0.003766
8  2023-12-13      0.003764
9  2023-12-14     -0.013986
10 2023-12-15      0.009957
11 2023-12-18      0.008429
12 2023-12-19      0.006298
13 2023-12-20      0.001795
14 2023-12-21     -0.005376
15 2023-12-22      0.005282
16 2023-12-25     -0.002941
17 2023-12-26      0.027495
18 2023-12-27     -0.006141
19 2023-12-28      0.001388
20 2023-12-29      0.000799","         date                                            actions
0  2023-12-01                        [0, 0, 0, 0, 0, 0, 0, 0, 0]
1  2023-12-04  [0.33452666, 0.06156326, 0.35962942, 0.0, 0.0,...
2  2023-12-05  [0.32899272, 0.048138, 0.36310154, 0.0, 0.0, 0...
3  2023-12-06  [0.31147283, 0.058062293, 0.38178527, 0.0, 0.0...
4  2023-12-07  [0.3045805, 0.05577032, 0.37084943, 0.0, 0.0, ...
5  2023-12-08  [0.3015136, 0.042044077, 0.38572615, 0.0, 0.0,...
6  2023-12-11  [0.29163325, 0.049983524, 0.38663197, 0.0, 0.0...
7  2023-12-12  [0.28154045, 0.045893855, 0.3841171, 0.0, 0.0,...
8  2023-12-13  [0.28347176, 0.04407673, 0.38778102, 0.0, 0.0,...
9  2023-12-14  [0.29606923, 0.025566969, 0.39806417, 0.0, 0.0...
10 2023-12-15  [0.29514787, 0.010024187, 0.4003794, 0.0, 0.0,...
11 2023-12-18  [0.29793182, 0.020787662, 0.3966046, 0.0, 0.0,...
12 2023-12-19  [0.31088892, 0.045464877, 0.39987263, 0.0, 0.0...
13 2023-12-20  [0.30414072, 0.047273625, 0.4081693, 0.0, 0.0,...
14 2023-12-21  [0.3087799, 0.057066973, 0.40103444, 0.0, 0.0,...
15 2023-12-22  [0.29918933, 0.067865014, 0.3982392, 0.0, 0.0,...
16 2023-12-25  [0.29335216, 0.07383993, 0.40180284, 0.0, 0.0,...
17 2023-12-26  [0.29753527, 0.076062776, 0.41347465, 0.0, 0.0...
18 2023-12-27  [0.3150359, 0.08812877, 0.42453936, 0.00057760...
19 2023-12-28  [0.31544343, 0.09306429, 0.41356125, 0.0015328...
20 2023-12-29  [0.30490172, 0.094072185, 0.4073277, 0.0126071...",0
ppo,7,0.0015454872700000344,-0.014243341111763196,0.3655940921967271,"         date  daily_return
0  2024-01-03      0.000000
1  2024-01-04     -0.002177
2  2024-01-05     -0.001336
3  2024-01-08      0.007797
4  2024-01-09     -0.003338
5  2024-01-10     -0.001685
6  2024-01-11      0.002736
7  2024-01-12     -0.000012
8  2024-01-15     -0.000157
9  2024-01-16     -0.000042
10 2024-01-17      0.005230
11 2024-01-18     -0.002515
12 2024-01-19     -0.005879
13 2024-01-22      0.000187
14 2024-01-23      0.002595
15 2024-01-24     -0.005684
16 2024-01-25     -0.002576
17 2024-01-26     -0.000431
18 2024-01-29      0.003745
19 2024-01-30      0.004323
20 2024-01-31      0.000881","         date                                            actions
0  2024-01-03                        [0, 0, 0, 0, 0, 0, 0, 0, 0]
1  2024-01-04      [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]
2  2024-01-05  [0.0, 0.019342925, 0.0, 0.0, 0.0, 0.0, 0.0, 0....
3  2024-01-08  [0.0, 0.057623178, 0.0, 0.0, 0.0, 0.0, 0.0, 0....
4  2024-01-09  [0.0, 0.03805464, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9...
5  2024-01-10  [0.0, 0.13771717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8...
6  2024-01-11  [0.0, 0.2129714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.78...
7  2024-01-12  [0.0, 0.06477689, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9...
8  2024-01-15  [0.0, 0.06776169, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9...
9  2024-01-16  [0.0, 0.048144463, 0.0, 0.0, 0.0, 0.0, 0.0, 0....
10 2024-01-17  [0.0, 0.027210912, 0.0, 0.0, 0.0, 0.0, 0.0, 0....
11 2024-01-18      [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]
12 2024-01-19      [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]
13 2024-01-22      [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]
14 2024-01-23      [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]
15 2024-01-24      [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]
16 2024-01-25      [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]
17 2024-01-26      [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]
18 2024-01-29  [0.0, 0.011806366, 0.0, 0.0, 0.0, 0.0, 0.0, 0....
19 2024-01-30      [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]
20 2024-01-31      [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",0
ppo,8,-0.016652318857384052,-0.0312178773153839,-3.1860532387795018,"         date  daily_return
0  2024-02-01      0.000000
1  2024-02-02     -0.001118
2  2024-02-05     -0.000481
3  2024-02-06     -0.001844
4  2024-02-07     -0.001233
5  2024-02-08     -0.006191
6  2024-02-09      0.001745
7  2024-02-12     -0.003579
8  2024-02-13      0.003280
9  2024-02-14     -0.001998
10 2024-02-15     -0.001773
11 2024-02-16     -0.004510
12 2024-02-19     -0.002461
13 2024-02-20     -0.006992
14 2024-02-21     -0.004473
15 2024-02-22      0.000884
16 2024-02-26      0.007268
17 2024-02-27      0.001183
18 2024-02-28     -0.004049
19 2024-02-29      0.009720","         date                                            actions
0  2024-02-01                        [0, 0, 0, 0, 0, 0, 0, 0, 0]
1  2024-02-02  [0.28190595, 0.29926142, 0.23574202, 0.0777710...
2  2024-02-05  [0.2898259, 0.26930317, 0.2538827, 0.08344422,...
3  2024-02-06  [0.33818996, 0.19273898, 0.2028996, 0.11919446...
4  2024-02-07  [0.33879238, 0.15394431, 0.24098812, 0.0917787...
5  2024-02-08  [0.3690079, 0.07965355, 0.2772526, 0.062705204...
6  2024-02-09  [0.32000548, 0.034765463, 0.30424905, 0.023534...
7  2024-02-12  [0.31227213, 0.051461797, 0.28277686, 0.039015...
8  2024-02-13  [0.29813242, 0.03159347, 0.28808993, 0.0212989...
9  2024-02-14  [0.31287724, 0.047511827, 0.25430173, 0.050567...
10 2024-02-15  [0.29674807, 0.04015978, 0.2600685, 0.02904877...
11 2024-02-16  [0.2871232, 0.027479868, 0.26722628, 0.0232369...
12 2024-02-19  [0.25963765, 0.0060000126, 0.2932714, 0.0, 0.1...
13 2024-02-20  [0.24491054, 0.0, 0.29343224, 0.0, 0.19115497,...
14 2024-02-21  [0.20305237, 0.0, 0.3051476, 0.0, 0.1754713, 0...
15 2024-02-22  [0.17290245, 0.0, 0.3225118, 0.0, 0.16712637, ...
16 2024-02-26  [0.17445818, 0.0, 0.31570688, 0.0, 0.1662755, ...
17 2024-02-27  [0.17022097, 0.0070276335, 0.29190478, 0.0, 0....
18 2024-02-28  [0.18075463, 0.0154439155, 0.27716506, 0.0, 0....
19 2024-02-29  [0.1512159, 0.022408888, 0.28325215, 0.0, 0.16...",0
ddpg,0,0.029572581401889897,-0.012886396416761894,4.412521038904815,"         date  daily_return
0  2023-06-01      0.000000
1  2023-06-02      0.005052
2  2023-06-05     -0.006816
3  2023-06-06      0.005401
4  2023-06-07     -0.000567
5  2023-06-08     -0.000249
6  2023-06-09      0.000607
7  2023-06-13      0.013203
8  2023-06-14      0.000479
9  2023-06-15      0.003526
10 2023-06-16     -0.000704
11 2023-06-19      0.007148
12 2023-06-20     -0.003101
13 2023-06-21      0.002594
14 2023-06-22     -0.004555
15 2023-06-23     -0.007858
16 2023-06-26      0.003338
17 2023-06-27      0.008454
18 2023-06-28     -0.002755
19 2023-06-29      0.003501
20 2023-06-30      0.002721","         date                                            actions
0  2023-06-01                        [0, 0, 0, 0, 0, 0, 0, 0, 0]
1  2023-06-02  [0.19512773, 0.0, 0.19512773, 0.19512773, 0.02...
2  2023-06-05  [0.19824412, 0.0, 0.19824412, 0.19824408, 0.00...
3  2023-06-06  [0.19458917, 0.0, 0.19458917, 0.19458917, 0.02...
4  2023-06-07  [0.19580713, 0.0, 0.19580713, 0.19580713, 0.02...
5  2023-06-08  [0.19388908, 0.0, 0.19388908, 0.19388908, 0.03...
6  2023-06-09  [0.19839227, 0.0, 0.19839227, 0.19839227, 0.00...
7  2023-06-13  [0.19963352, 0.0, 0.19963352, 0.19963352, 0.00...
8  2023-06-14  [0.19995432, 0.0, 0.19995432, 0.19995432, 0.00...
9  2023-06-15  [0.19994241, 0.0, 0.19994241, 0.19994241, 0.00...
10 2023-06-16  [0.19999291, 0.0, 0.19999291, 0.19999291, 3.55...
11 2023-06-19  [0.19999607, 0.0, 0.19999607, 0.19999607, 2.08...
12 2023-06-20  [0.1999996, 0.0, 0.1999996, 0.1999996, 3.82065...
13 2023-06-21  [0.20006302, 0.0, 0.20006302, 0.20006302, 3.60...
14 2023-06-22  [0.2000492, 0.0, 0.2000492, 0.2000492, 4.14354...
15 2023-06-23  [0.2375856, 0.0, 0.2375856, 0.2375856, 1.86998...
16 2023-06-26  [0.24995843, 0.0, 0.24995843, 0.24995843, 0.00...
17 2023-06-27  [0.24996954, 0.0, 0.24996954, 0.24996954, 0.00...
18 2023-06-28  [0.24986212, 0.0, 0.24986212, 0.24986212, 5.29...
19 2023-06-29  [0.24999884, 0.0, 0.24999884, 0.24999884, 4.67...
20 2023-06-30  [0.24999931, 0.0, 0.24999931, 0.24999931, 2.76...",0
ddpg,1,0.0674408935759998,-0.010853220319296178,8.69757906200656,"         date  daily_return
0  2023-07-03      0.000000
1  2023-07-04     -0.002250
2  2023-07-05      0.004730
3  2023-07-06      0.004624
4  2023-07-07      0.007374
5  2023-07-10      0.010212
6  2023-07-11      0.000194
7  2023-07-12      0.007821
8  2023-07-13     -0.005502
9  2023-07-14      0.006537
10 2023-07-17      0.004520
11 2023-07-18      0.005480
12 2023-07-19     -0.002971
13 2023-07-20     -0.007906
14 2023-07-21      0.006377
15 2023-07-24      0.001046
16 2023-07-25      0.001866
17 2023-07-26      0.001101
18 2023-07-27      0.003420
19 2023-07-28      0.000705
20 2023-07-31      0.018310","         date                                            actions
0  2023-07-03                        [0, 0, 0, 0, 0, 0, 0, 0, 0]
1  2023-07-04  [0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0]
2  2023-07-05  [0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0]
3  2023-07-06  [0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0]
4  2023-07-07  [0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0]
5  2023-07-10  [0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0]
6  2023-07-11  [0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0]
7  2023-07-12  [0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0]
8  2023-07-13  [0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0]
9  2023-07-14  [0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0]
10 2023-07-17  [0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0]
11 2023-07-18  [0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0]
12 2023-07-19  [0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0]
13 2023-07-20  [0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0]
14 2023-07-21  [0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0]
15 2023-07-24  [0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0]
16 2023-07-25  [0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0]
17 2023-07-26  [0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0]
18 2023-07-27  [0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0]
19 2023-07-28  [0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0]
20 2023-07-31  [0.0, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0]",0
